Ticket_ID,Age,Ticket_Price,Movie_Genre,Seat_Type,Number_of_Person,Purchase_Again,Cluster,Year
F3965,45,17.18,Horror,Standard,3,No,,2021.0
F2949,32,20.83,Horror,VIP,6,No,,2023.0
F4123,45,13.25,Drama,Premium,4,No,,2023.0
F3660,23,10.45,Sci-Fi,Standard,4,No,,2020.0
F8678,51,13.4,Sci-Fi,Premium,4,Yes,,2024.0
F8220,28,17.96,Drama,VIP,4,Yes,,2025.0
F6459,18,24.75,Action,VIP,3,Yes,,2021.0
F1272,52,18.08,Drama,VIP,1,Yes,,2021.0
F3590,58,16.94,Comedy,VIP,4,Yes,,2020.0
F8486,37,19.93,Comedy,Premium,4,No,,2025.0
F1057,25,21.99,Drama,Premium,6,No,,2022.0
F8876,54,15.4,Comedy,VIP,3,No,,2024.0
F8681,21,20.09,Drama,VIP,5,No,,2024.0
F7626,25,24.85,Comedy,VIP,7,No,,2022.0
F1230,28,13.95,Action,Premium,1,No,,2020.0
F9362,41,24.3,Sci-Fi,VIP,1,No,,2021.0
F5603,23,20.48,Sci-Fi,VIP,1,No,,2021.0
F2406,52,23.22,Sci-Fi,VIP,4,No,,2023.0
F7784,49,17.2,Sci-Fi,Standard,2,Yes,,2023.0
F7338,46,22.11,Comedy,Premium,1,Yes,,2020.0
F5029,33,21.35,Drama,Standard,4,Yes,,2024.0
F1655,55,17.95,Sci-Fi,Premium,2,No,,2023.0
F5819,59,24.07,Horror,Standard,6,No,,2023.0
F1543,55,12.01,Comedy,Standard,3,No,,2020.0
F8726,36,15.74,Comedy,Standard,7,No,,2022.0
F4128,62,21.99,Sci-Fi,Premium,4,No,,2023.0
F1155,52,15.86,Drama,VIP,6,No,,2021.0
F6446,47,15.46,Sci-Fi,Premium,1,Yes,,2022.0
F9822,35,16.17,Horror,Standard,1,Yes,,2023.0
F7580,19,10.24,Comedy,Premium,5,No,,2025.0
F5718,34,20.43,Comedy,Premium,7,Yes,,2024.0
F8963,37,12.83,Comedy,Premium,3,Yes,,2020.0
F2917,20,10.4,Comedy,VIP,4,No,,2025.0
F6369,33,19.04,Comedy,Standard,6,Yes,,2021.0
F3128,27,12.84,Drama,Standard,2,Yes,,2021.0
F3438,47,14.05,Comedy,VIP,4,No,,2020.0
F5719,40,24.23,Drama,Standard,4,Yes,,2020.0
F4072,25,24.56,Action,Premium,1,No,,2023.0
F1377,44,12.77,Action,VIP,7,No,,2021.0
F7232,62,19.43,Action,Standard,3,No,,2025.0
F6194,21,18.29,Comedy,Standard,1,No,,2025.0
F1433,59,24.53,Comedy,Standard,6,No,,2025.0
F7284,41,20.63,Horror,Premium,1,No,,2022.0
F8888,22,15.47,Sci-Fi,Standard,4,No,,2023.0
F4319,61,11.41,Comedy,VIP,6,Yes,,2022.0
F4714,60,23.07,Action,Premium,1,Yes,,2023.0
F4611,54,10.65,Sci-Fi,Standard,1,No,,2021.0
F5611,63,21.72,Drama,Standard,3,No,,2021.0
F4961,62,20.51,Comedy,VIP,2,No,,2025.0
F4252,52,13.93,Action,VIP,2,Yes,,2023.0
F4056,38,12.87,Drama,Premium,1,Yes,,2025.0
F1414,51,14.89,Drama,Standard,2,Yes,,2023.0
F2771,26,24.12,Action,Premium,3,No,,2025.0
F8061,35,20.75,Horror,Premium,5,Yes,,2025.0
F7517,58,12.7,Action,Standard,7,No,,2021.0
F5980,31,13.81,Action,Premium,6,No,,2023.0
F3888,39,24.86,Action,Premium,6,No,,2022.0
F6316,32,13.99,Action,Premium,1,No,,2020.0
F8085,64,24.18,Horror,VIP,6,Yes,,2025.0
F6597,19,15.57,Sci-Fi,Standard,6,No,,2024.0
F7223,34,24.62,Drama,Premium,2,Yes,,2023.0
F7691,42,12.1,Action,Premium,3,Yes,,2021.0
F1959,30,24.59,Horror,VIP,2,Yes,,2025.0
F4699,40,11.82,Action,VIP,7,Yes,,2024.0
F9471,38,18.25,Sci-Fi,Premium,5,Yes,,2021.0
F3822,46,12.2,Drama,Standard,6,No,,2025.0
F9569,28,20.49,Comedy,Standard,3,Yes,,2021.0
F3638,19,10.66,Action,VIP,2,Yes,,2020.0
F4453,22,10.41,Horror,Standard,3,No,,2024.0
F7301,56,22.07,Comedy,VIP,2,No,,2025.0
F9654,36,12.15,Sci-Fi,VIP,5,Yes,,2025.0
F3065,35,15.44,Drama,Premium,3,No,,2025.0
F7004,60,18.96,Sci-Fi,Premium,3,Yes,,2024.0
F5201,53,14.33,Action,Premium,3,Yes,,2024.0
F2046,49,12.38,Comedy,Premium,3,Yes,,2025.0
F8719,34,12.49,Comedy,Premium,1,No,,2025.0
F8056,52,13.33,Sci-Fi,Standard,6,No,,2020.0
F3957,21,20.6,Comedy,VIP,2,Yes,,2020.0
F1305,51,12.65,Comedy,Standard,7,Yes,,2020.0
F1973,40,22.19,Action,Standard,2,Yes,,2025.0
F7148,52,18.51,Comedy,Premium,3,No,,2022.0
F3536,38,21.4,Comedy,Premium,6,Yes,,2023.0
F2607,22,23.11,Action,VIP,2,No,,2025.0
F3934,42,17.99,Sci-Fi,Premium,2,No,,2023.0
F3882,63,16.17,Horror,Standard,5,No,,2025.0
F5425,29,18.34,Comedy,Standard,5,No,,2024.0
F2666,22,13.16,Comedy,Premium,4,No,,2020.0
F5978,55,19.2,Sci-Fi,Premium,2,Yes,,2020.0
F2603,50,21.32,Comedy,VIP,2,No,,2025.0
F3507,18,23.89,Horror,Standard,5,Yes,,2020.0
F7676,36,22.24,Action,Premium,7,No,,2024.0
F7784,42,19.37,Action,Premium,4,No,,2021.0
F5045,19,10.61,Horror,Standard,2,No,,2025.0
F1712,18,19.25,Horror,VIP,6,Yes,,2020.0
F8893,31,12.76,Action,Premium,6,No,,2023.0
F9657,34,18.93,Horror,Premium,5,No,,2025.0
F9490,63,13.84,Horror,Premium,1,Yes,,2020.0
F2330,31,11.75,Action,Premium,1,Yes,,2025.0
F6686,38,24.99,Horror,Standard,6,Yes,,2020.0
F9560,59,15.66,Drama,VIP,2,No,,2023.0
F2712,47,19.8,Comedy,Standard,5,Yes,,2022.0
F3446,23,21.62,Comedy,Standard,1,No,,2020.0
F4005,59,15.67,Drama,Standard,1,No,,2022.0
F2402,56,15.94,Sci-Fi,Standard,1,No,,2025.0
F8568,28,17.34,Comedy,Standard,5,No,,2022.0
F3406,46,24.49,Drama,Premium,1,No,,2020.0
F6396,35,20.02,Drama,Premium,5,No,,2020.0
F2938,39,17.59,Comedy,Standard,7,Yes,,2021.0
F2205,43,10.45,Comedy,Standard,5,Yes,,2020.0
F2876,64,19.09,Action,Standard,2,Yes,,2020.0
F9604,30,21.48,Sci-Fi,Premium,2,No,,2022.0
F5328,37,23.71,Sci-Fi,Standard,5,No,,2024.0
F7979,49,11.25,Drama,Premium,7,Yes,,2024.0
F1745,43,14.95,Horror,Standard,7,Yes,,2025.0
F7268,52,11.47,Comedy,VIP,2,No,,2020.0
F7838,45,21.98,Drama,Standard,7,No,,2021.0
F2563,48,12.48,Horror,Standard,2,Yes,,2022.0
F1072,48,18.76,Drama,Standard,6,Yes,,2022.0
F1975,21,23.24,Sci-Fi,VIP,7,Yes,,2022.0
F6159,29,13.41,Drama,Standard,7,Yes,,2020.0
F4300,52,11.83,Sci-Fi,Standard,7,No,,2025.0
F8028,25,21.64,Action,Premium,5,Yes,,2024.0
F5341,34,11.02,Horror,VIP,1,No,,2025.0
F8952,52,10.91,Comedy,Standard,1,Yes,,2024.0
F9704,51,19.52,Sci-Fi,Standard,2,No,,2022.0
F3865,22,16.44,Sci-Fi,Standard,4,No,,2025.0
F5208,29,18.54,Sci-Fi,Standard,3,No,,2022.0
F3209,29,16.82,Horror,Premium,1,Yes,,2022.0
F3626,52,17.25,Drama,Standard,5,Yes,,2024.0
F2119,18,18.73,Comedy,VIP,7,Yes,,2025.0
F9166,39,19.04,Action,Standard,1,Yes,,2023.0
F7826,41,12.43,Action,Standard,6,No,,2020.0
F1906,51,13.64,Drama,Standard,5,No,,2024.0
F7934,30,20.05,Comedy,Standard,6,No,,2021.0
F8311,54,11.17,Comedy,Standard,1,Yes,,2021.0
F2557,27,14.06,Horror,VIP,5,Yes,,2025.0
F5508,46,18.75,Horror,VIP,2,Yes,,2024.0
F1878,48,10.35,Drama,Premium,5,No,,2024.0
F9938,42,10.9,Horror,Premium,7,Yes,,2022.0
F4454,46,23.05,Horror,Standard,2,Yes,,2023.0
F2671,50,13.87,Comedy,VIP,1,No,,2020.0
F2665,26,23.63,Action,Premium,2,No,,2022.0
F4085,28,22.06,Comedy,Premium,7,No,,2020.0
F8195,40,18.74,Sci-Fi,Premium,1,Yes,,2024.0
F4641,30,16.48,Drama,VIP,2,No,,2020.0
F3768,41,14.49,Drama,Standard,3,No,,2024.0
F1196,18,15.73,Sci-Fi,Standard,3,No,,2021.0
F6763,51,19.29,Horror,Premium,6,Yes,,2022.0
F1709,23,16.58,Sci-Fi,Premium,4,No,,2025.0
F8047,47,11.61,Drama,Premium,5,No,,2025.0
F8729,39,15.83,Horror,VIP,3,No,,2020.0
F8966,42,12.67,Drama,Standard,5,Yes,,2022.0
F8539,30,16.3,Horror,VIP,4,No,,2022.0
F8457,59,21.61,Action,Standard,7,Yes,,2025.0
F7368,34,15.78,Sci-Fi,Premium,1,No,,2021.0
F8912,47,14.65,Comedy,Premium,2,No,,2022.0
F5405,55,22.18,Horror,Standard,1,Yes,,2025.0
F9286,48,12.9,Sci-Fi,Standard,1,Yes,,2021.0
F7208,60,20.65,Drama,Standard,3,Yes,,2023.0
F9074,25,14.78,Action,VIP,3,Yes,,2025.0
F3924,34,23.89,Sci-Fi,Standard,5,No,,2023.0
F9019,25,21.16,Comedy,Standard,7,No,,2025.0
F8876,51,21.8,Horror,Standard,4,Yes,,2024.0
F6432,39,14.85,Action,Standard,5,No,,2022.0
F6090,33,19.84,Comedy,VIP,4,Yes,,2020.0
F9139,35,13.59,Comedy,VIP,5,No,,2024.0
F9461,22,24.1,Drama,Premium,7,No,,2020.0
F2903,58,18.41,Drama,Standard,2,Yes,,2023.0
F5205,36,12.8,Drama,Standard,2,No,,2020.0
F2813,46,11.59,Action,VIP,4,Yes,,2025.0
F5321,38,19.24,Comedy,VIP,1,Yes,,2020.0
F9111,27,12.73,Drama,VIP,3,Yes,,2024.0
F6908,22,17.92,Drama,VIP,1,No,,2021.0
F9203,23,16.69,Horror,Standard,4,No,,2023.0
F1264,56,17.41,Drama,VIP,2,Yes,,2021.0
F5833,27,23.85,Drama,Premium,4,No,,2020.0
F8189,46,12.97,Horror,Premium,5,No,,2020.0
F4472,20,20.14,Comedy,Standard,4,Yes,,2020.0
F8804,39,22.56,Horror,Standard,6,No,,2021.0
F2979,37,23.38,Drama,VIP,4,No,,2024.0
F5573,32,11.42,Drama,VIP,3,No,,2024.0
F8085,34,17.39,Action,Premium,1,Yes,,2021.0
F8317,20,23.14,Sci-Fi,VIP,2,Yes,,2023.0
F6576,41,24.18,Sci-Fi,Standard,4,No,,2021.0
F6222,42,14.98,Horror,VIP,4,No,,2025.0
F6099,19,16.21,Comedy,Premium,7,Yes,,2025.0
F5949,37,22.56,Drama,VIP,6,Yes,,2020.0
F3259,63,19.41,Sci-Fi,Standard,1,No,,2023.0
F6476,56,21.43,Action,Standard,6,Yes,,2020.0
F9697,40,19.86,Comedy,VIP,3,No,,2020.0
F4086,37,20.33,Action,VIP,7,Yes,,2025.0
F5428,33,11.39,Action,Standard,1,No,,2023.0
F7729,49,15.28,Sci-Fi,Premium,6,No,,2024.0
F6348,20,12.91,Drama,Standard,3,Yes,,2024.0
F4842,61,24.32,Action,VIP,5,No,,2025.0
F8154,49,20.0,Sci-Fi,VIP,2,No,,2022.0
F8121,57,18.8,Drama,Standard,7,No,,2021.0
F3178,18,21.97,Comedy,VIP,1,No,,2024.0
F8531,49,21.93,Action,Premium,1,Yes,,2024.0
F4328,26,14.53,Sci-Fi,Standard,5,No,,2025.0
F5329,34,23.72,Comedy,VIP,5,Yes,,2022.0
F3993,62,22.5,Action,VIP,6,No,,2021.0
F8269,38,13.66,Sci-Fi,Standard,2,Yes,,2025.0
F7429,57,12.5,Action,Premium,6,No,,2020.0
F7853,38,12.72,Sci-Fi,VIP,7,No,,2020.0
F7532,23,15.68,Horror,Premium,6,Yes,,2024.0
F8438,25,22.16,Comedy,Premium,3,No,,2025.0
F5749,52,22.87,Comedy,VIP,7,No,,2022.0
F2056,52,23.96,Horror,Standard,4,Yes,,2023.0
F8969,47,17.59,Horror,VIP,2,No,,2025.0
F7640,35,20.31,Comedy,Premium,2,Yes,,2024.0
F4436,43,22.55,Action,VIP,7,Yes,,2022.0
F5459,53,18.7,Sci-Fi,VIP,1,Yes,,2021.0
F8027,27,18.57,Comedy,VIP,2,No,,2025.0
F4556,53,18.18,Comedy,VIP,3,Yes,,2022.0
F8773,57,12.25,Comedy,VIP,3,No,,2022.0
F2068,45,13.39,Action,Standard,4,No,,2024.0
F7855,23,10.62,Comedy,VIP,1,No,,2024.0
F6540,43,22.18,Sci-Fi,Standard,5,No,,2021.0
F2511,19,10.92,Action,Standard,6,No,,2020.0
F1821,57,19.88,Comedy,Premium,2,No,,2020.0
F3243,27,12.49,Sci-Fi,VIP,1,No,,2023.0
F5786,59,14.71,Horror,Premium,4,Yes,,2024.0
F2403,47,10.53,Comedy,VIP,3,No,,2022.0
F7296,42,21.33,Drama,VIP,7,No,,2021.0
F9897,18,21.51,Comedy,VIP,6,Yes,,2024.0
F1465,27,13.85,Comedy,Premium,1,No,,2020.0
F7865,42,22.32,Action,VIP,2,No,,2024.0
F1229,47,13.58,Comedy,Standard,7,Yes,,2021.0
F6172,54,21.45,Comedy,Standard,4,No,,2021.0
F9685,25,23.45,Horror,Standard,6,Yes,,2025.0
F7310,46,11.48,Comedy,Premium,6,Yes,,2020.0
F3687,61,13.2,Drama,Premium,3,Yes,,2023.0
F6046,63,13.49,Horror,Standard,1,No,,2020.0
F3669,64,15.37,Action,Premium,1,Yes,,2023.0
F8018,50,12.11,Comedy,VIP,5,Yes,,2023.0
F3851,42,13.88,Sci-Fi,Standard,4,Yes,,2021.0
F2083,42,11.58,Horror,Premium,7,Yes,,2025.0
F4842,39,23.9,Comedy,VIP,6,Yes,,2020.0
F3642,54,22.91,Drama,Premium,7,No,,2020.0
F1884,49,11.19,Comedy,VIP,1,Yes,,2022.0
F6306,29,16.26,Sci-Fi,Premium,1,No,,2025.0
F3881,38,14.04,Sci-Fi,Premium,2,Yes,,2024.0
F6200,58,20.28,Horror,VIP,5,Yes,,2020.0
F6891,39,10.64,Sci-Fi,VIP,7,No,,2023.0
F7259,42,10.27,Sci-Fi,VIP,5,Yes,,2024.0
F5227,34,21.89,Drama,VIP,3,No,,2023.0
F4169,18,21.24,Sci-Fi,Premium,5,No,,2025.0
F6638,48,22.12,Action,VIP,4,Yes,,2023.0
F1572,56,12.69,Action,VIP,6,Yes,,2021.0
F9071,21,11.87,Horror,Premium,7,Yes,,2022.0
F3289,43,13.11,Sci-Fi,VIP,5,No,,2021.0
F9231,25,13.24,Drama,Premium,5,Yes,,2021.0
F2241,49,14.37,Action,Standard,5,No,,2023.0
F6003,25,12.12,Horror,Standard,7,No,,2020.0
F2129,53,13.31,Drama,Standard,7,Yes,,2025.0
F1275,64,11.91,Drama,Premium,1,Yes,,2023.0
F4044,26,17.18,Sci-Fi,Premium,4,Yes,,2025.0
F1250,35,15.5,Action,VIP,5,Yes,,2025.0
F8703,49,15.96,Action,Standard,1,Yes,,2021.0
F7994,46,15.46,Drama,Premium,7,Yes,,2021.0
F1467,20,17.13,Drama,Premium,3,No,,2024.0
F6316,46,18.11,Action,VIP,6,No,,2022.0
F2798,37,21.79,Action,VIP,6,No,,2022.0
F7477,50,16.2,Horror,Premium,5,No,,2021.0
F6519,27,17.68,Action,VIP,5,Yes,,2021.0
F6236,53,18.19,Sci-Fi,Standard,1,No,,2020.0
F6247,22,20.4,Comedy,Standard,6,Yes,,2024.0
F9243,56,23.04,Horror,Standard,4,Yes,,2020.0
F2230,48,12.54,Action,Standard,2,Yes,,2021.0
F3776,20,14.67,Comedy,VIP,5,Yes,,2022.0
F7272,64,22.71,Drama,VIP,5,Yes,,2024.0
F1157,49,11.43,Drama,Standard,5,No,,2022.0
F4455,38,24.6,Action,Premium,6,No,,2023.0
F2053,35,14.33,Comedy,Premium,4,Yes,,2025.0
F6724,37,21.51,Sci-Fi,VIP,1,Yes,,2025.0
F9742,37,16.45,Sci-Fi,Standard,5,Yes,,2025.0
F3263,37,19.6,Drama,Standard,6,No,,2022.0
F7267,55,11.69,Drama,Standard,2,Yes,,2023.0
F5065,29,22.41,Sci-Fi,Premium,4,Yes,,2022.0
F8122,57,20.7,Horror,VIP,1,No,,2022.0
F6130,54,15.16,Horror,Standard,7,No,,2025.0
F7791,46,23.21,Drama,VIP,5,No,,2021.0
F1920,22,11.28,Comedy,Premium,6,No,,2020.0
F5130,43,19.62,Horror,Premium,3,No,,2023.0
F8082,62,16.52,Horror,Premium,5,No,,2024.0
F7032,47,16.12,Sci-Fi,Standard,2,No,,2021.0
F7468,18,22.59,Sci-Fi,VIP,7,Yes,,2023.0
F3322,39,10.42,Sci-Fi,Premium,5,No,,2022.0
F4615,52,16.76,Comedy,Standard,4,No,,2025.0
F5312,48,11.83,Comedy,VIP,3,Yes,,2021.0
F8910,18,13.79,Sci-Fi,VIP,3,No,,2025.0
F1971,33,19.98,Action,Standard,1,Yes,,2024.0
F9573,52,10.23,Comedy,Standard,6,Yes,,2022.0
F9305,18,18.44,Action,Premium,7,Yes,,2020.0
F2556,60,17.55,Action,VIP,1,Yes,,2025.0
F6589,19,23.67,Action,Premium,7,No,,2025.0
F7409,27,18.75,Drama,VIP,3,No,,2024.0
F3700,38,13.08,Action,Standard,7,No,,2024.0
F2811,35,21.09,Sci-Fi,Standard,3,Yes,,2025.0
F7798,43,20.08,Comedy,VIP,6,Yes,,2021.0
F9021,23,18.48,Sci-Fi,Premium,7,No,,2025.0
F4977,53,16.35,Horror,Premium,1,Yes,,2021.0
F7398,43,10.93,Action,VIP,1,Yes,,2024.0
F2131,31,13.4,Sci-Fi,Standard,6,No,,2025.0
F6757,39,20.66,Sci-Fi,Premium,3,No,,2024.0
F4822,18,24.18,Sci-Fi,Premium,4,Yes,,2021.0
F6414,35,16.18,Comedy,Premium,1,Yes,,2025.0
F9278,57,18.54,Sci-Fi,VIP,1,Yes,,2023.0
F9842,56,14.32,Horror,Standard,6,Yes,,2024.0
F6423,49,14.23,Drama,Premium,3,No,,2025.0
F5478,18,15.75,Action,VIP,5,No,,2024.0
F4994,63,22.94,Comedy,VIP,3,No,,2024.0
F9535,64,15.45,Horror,VIP,2,No,,2024.0
F9760,38,10.38,Horror,Standard,2,No,,2024.0
F2424,33,20.72,Sci-Fi,Premium,7,No,,2025.0
F9432,52,14.25,Sci-Fi,Standard,3,No,,2020.0
F7477,52,24.06,Drama,VIP,6,No,,2025.0
F6642,25,14.4,Action,Premium,6,Yes,,2024.0
F5445,45,14.95,Horror,Standard,6,No,,2025.0
F6358,36,19.6,Drama,VIP,6,Yes,,2022.0
F3080,32,19.6,Action,Standard,2,No,,2020.0
F3408,35,23.63,Horror,Standard,5,No,,2025.0
F1539,36,23.91,Horror,Premium,7,No,,2020.0
F4353,48,16.08,Comedy,Premium,7,Yes,,2022.0
F6083,30,15.41,Horror,Premium,2,Yes,,2022.0
F6530,20,19.9,Sci-Fi,Standard,5,Yes,,2022.0
F1721,41,24.15,Horror,Premium,4,Yes,,2024.0
F4262,41,18.13,Drama,Premium,5,No,,2023.0
F7984,30,23.84,Action,Premium,3,Yes,,2024.0
F3272,64,22.18,Action,VIP,3,Yes,,2025.0
F4622,21,18.6,Horror,Premium,3,No,,2023.0
F8817,30,24.51,Sci-Fi,Standard,2,No,,2022.0
F4203,33,15.61,Horror,Standard,6,Yes,,2025.0
F7197,35,13.32,Action,Standard,1,No,,2022.0
F8117,32,22.48,Sci-Fi,Premium,5,No,,2024.0
F6471,20,12.08,Action,Standard,5,Yes,,2022.0
F6600,61,14.09,Comedy,VIP,6,Yes,,2023.0
F2732,42,12.17,Horror,Standard,5,Yes,,2024.0
F6825,44,19.79,Comedy,VIP,2,Yes,,2020.0
F4075,26,13.22,Sci-Fi,Premium,2,Yes,,2023.0
F2374,61,21.3,Comedy,Premium,5,No,,2020.0
F6025,64,15.62,Horror,Premium,2,No,,2023.0
F6537,56,10.87,Comedy,Premium,5,No,,2023.0
F2081,21,17.8,Horror,Standard,6,No,,2020.0
F1133,28,23.56,Drama,Standard,1,No,,2025.0
F9611,28,16.8,Action,Premium,3,No,,2023.0
F6546,51,19.83,Drama,Standard,1,Yes,,2020.0
F1122,51,16.19,Comedy,Standard,1,Yes,,2021.0
F2321,60,12.21,Drama,Standard,5,Yes,,2021.0
F7336,60,22.78,Sci-Fi,Premium,7,Yes,,2024.0
F2951,42,12.98,Drama,Premium,5,Yes,,2023.0
F8856,19,18.45,Drama,Premium,3,No,,2023.0
F7050,42,18.67,Drama,Standard,4,No,,2022.0
F9993,22,21.67,Sci-Fi,Standard,6,Yes,,2023.0
F6670,47,19.48,Horror,Premium,5,No,,2020.0
F3433,45,22.76,Comedy,Premium,4,No,,2024.0
F9087,54,13.93,Horror,Standard,5,Yes,,2023.0
F5823,34,21.81,Sci-Fi,Premium,3,Yes,,2020.0
F2303,31,23.06,Sci-Fi,Premium,5,No,,2022.0
F2697,32,12.47,Action,VIP,7,No,,2021.0
F4115,27,19.04,Horror,Standard,6,No,,2022.0
F5868,54,11.45,Sci-Fi,VIP,5,Yes,,2020.0
F3346,21,15.17,Drama,Premium,1,No,,2020.0
F7942,26,11.21,Action,Standard,3,Yes,,2023.0
F1808,39,12.76,Sci-Fi,Premium,7,Yes,,2021.0
F7390,39,18.17,Drama,Premium,7,Yes,,2025.0
F2973,58,19.92,Action,VIP,4,No,,2024.0
F5080,64,20.01,Action,VIP,5,Yes,,2021.0
F2778,49,21.9,Sci-Fi,Premium,6,No,,2021.0
F2861,34,18.22,Comedy,Premium,1,Yes,,2021.0
F2475,56,19.59,Horror,Premium,5,Yes,,2023.0
F6014,26,11.54,Action,VIP,6,No,,2020.0
F3319,40,21.89,Action,VIP,1,No,,2024.0
F7908,40,20.97,Horror,VIP,2,No,,2022.0
F6826,52,19.65,Drama,Premium,2,Yes,,2025.0
F7044,50,21.49,Sci-Fi,Standard,6,Yes,,2024.0
F3173,46,14.63,Horror,VIP,7,No,,2025.0
F6846,53,19.44,Comedy,VIP,4,Yes,,2023.0
F9888,51,24.86,Horror,Premium,7,Yes,,2021.0
F3975,48,16.35,Sci-Fi,Premium,2,Yes,,2023.0
F5730,46,23.97,Comedy,Premium,1,Yes,,2022.0
F2093,41,23.96,Comedy,Premium,3,No,,2020.0
F7021,20,10.32,Horror,VIP,3,Yes,,2020.0
F2852,21,23.33,Comedy,VIP,2,Yes,,2025.0
F8781,42,24.71,Comedy,VIP,1,No,,2025.0
F7610,41,17.43,Horror,VIP,1,Yes,,2024.0
F5184,62,12.7,Action,Standard,1,Yes,,2022.0
F6893,51,16.01,Action,Premium,3,No,,2025.0
F9597,59,14.21,Horror,VIP,1,Yes,,2021.0
F8904,39,13.48,Comedy,VIP,6,Yes,,2022.0
F1917,47,11.36,Action,VIP,3,Yes,,2024.0
F3626,20,21.49,Sci-Fi,Premium,4,No,,2023.0
F8141,50,22.9,Horror,Premium,6,Yes,,2024.0
F3624,25,23.51,Sci-Fi,Standard,1,Yes,,2023.0
F9270,64,18.2,Action,VIP,5,Yes,,2021.0
F6245,31,17.35,Horror,VIP,5,No,,2024.0
F2129,25,12.2,Horror,VIP,4,No,,2023.0
F1177,46,14.28,Comedy,VIP,6,Yes,,2025.0
F5722,52,18.05,Action,Premium,3,Yes,,2025.0
F7769,35,10.01,Action,VIP,1,Yes,,2024.0
F9717,62,21.89,Sci-Fi,Premium,6,Yes,,2022.0
F3805,64,11.11,Drama,Premium,1,Yes,,2024.0
F2897,46,23.34,Sci-Fi,VIP,7,Yes,,2024.0
F5806,36,23.61,Horror,VIP,7,No,,2022.0
F8702,56,16.77,Horror,VIP,4,Yes,,2025.0
F5810,32,17.38,Sci-Fi,VIP,7,No,,2025.0
F1185,23,17.1,Drama,Standard,3,Yes,,2022.0
F8147,48,10.56,Comedy,VIP,6,No,,2021.0
F9363,22,20.13,Horror,Standard,4,Yes,,2020.0
F1467,27,13.79,Comedy,Premium,7,No,,2024.0
F4275,63,11.18,Action,Standard,5,Yes,,2025.0
F2208,51,23.57,Sci-Fi,Standard,4,Yes,,2024.0
F6996,40,16.42,Action,Standard,1,No,,2025.0
F1258,27,21.36,Comedy,Standard,4,Yes,,2021.0
F7908,58,20.55,Comedy,VIP,3,Yes,,2022.0
F3385,46,18.78,Drama,Premium,2,No,,2021.0
F4612,53,12.05,Horror,VIP,7,No,,2022.0
F5314,58,10.69,Horror,VIP,5,No,,2023.0
F7846,32,10.51,Drama,Standard,2,No,,2020.0
F1661,35,17.59,Drama,Standard,7,No,,2023.0
F6572,42,17.91,Action,Premium,2,Yes,,2021.0
F9230,19,19.24,Drama,Premium,7,No,,2021.0
F4658,52,10.19,Comedy,Premium,3,No,,2022.0
F8642,60,24.32,Sci-Fi,Premium,4,Yes,,2022.0
F1409,61,21.82,Horror,Premium,6,No,,2022.0
F3258,38,18.17,Horror,VIP,6,No,,2025.0
F5939,64,15.46,Comedy,Premium,7,No,,2020.0
F3122,48,21.17,Sci-Fi,Premium,4,Yes,,2023.0
F6596,29,10.68,Comedy,Premium,3,Yes,,2024.0
F5946,36,11.01,Horror,Premium,3,Yes,,2020.0
F5296,37,24.13,Drama,Standard,7,No,,2023.0
F7331,19,18.55,Action,VIP,3,Yes,,2025.0
F3769,25,17.94,Drama,Premium,2,Yes,,2022.0
F4912,61,17.73,Sci-Fi,Standard,6,No,,2020.0
F6666,41,15.38,Action,Premium,3,Yes,,2020.0
F7177,45,13.27,Drama,Premium,2,No,,2021.0
F4945,46,20.94,Sci-Fi,Standard,2,No,,2020.0
F5207,41,23.71,Sci-Fi,Standard,4,No,,2022.0
F7246,43,10.12,Sci-Fi,Standard,7,No,,2021.0
F2989,33,20.26,Sci-Fi,Premium,6,No,,2021.0
F9372,25,15.97,Drama,Standard,1,No,,2025.0
F8172,59,10.46,Drama,Standard,4,No,,2021.0
F5125,42,22.29,Drama,Premium,6,No,,2021.0
F2564,29,18.93,Action,VIP,7,Yes,,2021.0
F8399,24,11.19,Action,Standard,4,Yes,,2024.0
F9876,49,16.87,Drama,Premium,6,Yes,,2022.0
F8248,58,21.84,Drama,Standard,1,Yes,,2020.0
F6618,19,13.55,Drama,Standard,2,No,,2022.0
F5083,62,18.41,Action,VIP,1,Yes,,2021.0
F1042,56,23.41,Drama,Premium,2,No,,2021.0
F3027,24,13.25,Drama,Premium,2,Yes,,2022.0
F9055,51,23.57,Action,Standard,3,Yes,,2025.0
F6083,56,11.86,Horror,VIP,2,No,,2023.0
F9169,40,24.24,Comedy,Standard,2,No,,2021.0
F9663,35,15.48,Action,Premium,2,Yes,,2020.0
F5111,28,14.65,Horror,Premium,3,No,,2021.0
F9120,20,13.67,Drama,Premium,3,No,,2021.0
F3155,28,15.1,Comedy,VIP,7,Yes,,2021.0
F9844,47,14.96,Drama,Premium,2,No,,2020.0
F8397,52,21.34,Sci-Fi,VIP,7,No,,2024.0
F1619,43,16.41,Horror,Standard,7,Yes,,2022.0
F9479,43,14.06,Horror,Premium,2,No,,2025.0
F7840,27,12.99,Sci-Fi,Premium,3,No,,2020.0
F5274,24,17.47,Action,Standard,3,No,,2022.0
F8924,34,20.4,Comedy,VIP,5,No,,2022.0
F5857,52,11.94,Horror,VIP,1,No,,2023.0
F4494,58,20.81,Comedy,VIP,2,Yes,,2020.0
